OccNet chamfer-L1,OccNet chamfer-L2,OccNet normal consistency,OccNet f-scores,DeepSDF chamfer,VIoU,Dice,pred_is_watertight,pred_is_volume,num_vertices,num_faces,case_name,seed,npy_path,gt_mesh_path,final_loss,model_type,hidden_features,hidden_layers,first_w0,hidden_w0,lr,epochs,batch_size,grid_res,init_type,init_checkpoint,status
0.011240827324153435,0.00027304731031236093,0.8830104412934223,0.6237615681532513,0.0005460946206247219,0.8331834077835083,0.9090016897837713,True,False,87282,174560,s0004,2024,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/npy/3D_Reconstruction/s0004_Segment_1.npy,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/mesh/s0004_Segment_1.stl,0.3538273550510406,siren,128,3,15.0,10.0,5e-05,10,2048,256,random,,ok
0.008693014514717733,0.00017233501813471307,0.9250023742601717,0.7228371067316912,0.00034467003626942615,0.899914562702179,0.9473211008494026,True,False,120340,240676,s0040,2024,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/npy/3D_Reconstruction/s0040_Segment_1.npy,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/mesh/s0040_Segment_1.stl,0.33819547991752624,siren,128,3,15.0,10.0,5e-05,10,2048,256,random,,ok
0.008713900932213272,0.0001746980856086831,0.9125402780453171,0.7219857126111031,0.0003493961712173662,0.8682040572166443,0.929453122041216,True,False,74764,149524,s0045,2024,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/npy/3D_Reconstruction/s0045_Segment_1.npy,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/mesh/s0045_Segment_1.stl,0.3342687512874603,siren,128,3,15.0,10.0,5e-05,10,2048,256,random,,ok
