OccNet chamfer-L1,OccNet chamfer-L2,OccNet normal consistency,OccNet f-scores,DeepSDF chamfer,VIoU,Dice,pred_is_watertight,pred_is_volume,num_vertices,num_faces,case_name,seed,npy_path,gt_mesh_path,final_loss,model_type,hidden_features,hidden_layers,lr,epochs,batch_size,grid_res,status
0.002682885720552506,1.0783120915601894e-05,0.9704258961495615,0.9880987000369394,2.1566241831203788e-05,0.9667217135429382,0.9830793213566813,True,False,105004,210020,s0004,2024,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/npy/3D_Reconstruction/s0004_Segment_1.npy,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/mesh/s0004_Segment_1.stl,0.06072331822514534,relu,128,5,0.001,600,2048,256,ok
0.0026292437641096157,1.0133540893361631e-05,0.973973949146882,0.9936947686424473,2.0267081786723262e-05,0.9798500537872314,0.9898224868036342,True,False,134088,268172,s0040,2024,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/npy/3D_Reconstruction/s0040_Segment_1.npy,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/mesh/s0040_Segment_1.stl,0.052249853378534314,relu,128,5,0.001,600,2048,256,ok
0.0023040761313464653,8.256399195567077e-06,0.9713017777004842,0.9940386209081947,1.6512798391134153e-05,0.9725555181503296,0.9860868493532381,False,False,85444,170888,s0045,2024,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/npy/3D_Reconstruction/s0045_Segment_1.npy,/home/bsc18/workplace/dataset/Totalsegmentator_dataset_v201_Liver/ok/sampled_20000/mesh/s0045_Segment_1.stl,0.05337528746724129,relu,128,5,0.001,600,2048,256,ok
